cricinfo,personLabel,dob,countryLabel
17322,Charles Margrett,1862-08-10T00:00:00Z,United Kingdom
17322,Charles Margrett,1862-08-10T00:00:00Z,United Kingdom of Great Britain and Ireland
21475,Chris Taylor,1976-09-27T00:00:00Z,United Kingdom
4067,Dane Anderson,1984-10-19T00:00:00Z,Australia
38261,Darron Reekers,1973-05-26T00:00:00Z,New Zealand
48487,Dilhara Lokuhettige,1980-07-03T00:00:00Z,Sri Lanka
20845,Donald Smith,1933-10-19T00:00:00Z,United Kingdom
47870,Doug Watson,1973-05-15T00:00:00Z,South Africa
25406,George Youngson,1919-12-12T00:00:00Z,
16702,Godfrey Lyons,1853-05-23T00:00:00Z,United Kingdom
16702,Godfrey Lyons,1853-05-23T00:00:00Z,United Kingdom of Great Britain and Ireland
33909,Hiken Shah,1984-11-15T00:00:00Z,India
23281,Ian Wishart,1948-12-25T00:00:00Z,United Kingdom
46765,Jack Plimsoll,1917-10-27T00:00:00Z,South Africa
20978,James Stafford,1844-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
16186,Jason Laney,1973-04-27T00:00:00Z,United Kingdom
16197,John Langridge,1910-02-10T00:00:00Z,United Kingdom
16197,John Langridge,1910-02-10T00:00:00Z,United Kingdom of Great Britain and Ireland
20869,John Smith,1835-11-08T00:00:00Z,United Kingdom of Great Britain and Ireland
4190,Keith Bradshaw,1963-10-02T00:00:00Z,Australia
16010,Kingsmill Key,1864-10-11T00:00:00Z,United Kingdom
16010,Kingsmill Key,1864-10-11T00:00:00Z,United Kingdom of Great Britain and Ireland
41440,Mohammad Iqbal,1973-12-31T00:00:00Z,Canada
23914,Mohammad Saddiq,1973-09-20T00:00:00Z,Kingdom of Denmark
33898,Myluahanan Senthilnathan,1969-03-09T00:00:00Z,India
42071,Naeem Ahmed,1952-09-20T00:00:00Z,Pakistan
42064,Naved Ashraf,1974-09-04T00:00:00Z,Pakistan
33186,Pankaj Roy,1928-05-31T00:00:00Z,India
33186,Pankaj Roy,1928-05-31T00:00:00Z,British Raj
33186,Pankaj Roy,1928-05-31T00:00:00Z,Dominion of India
23271,Paul Whittaker,1956-08-07T00:00:00Z,United Kingdom
23710,Richard Basden,1967-06-20T00:00:00Z,United Kingdom
16694,Richard Edmonds Luyt,1915-11-08T00:00:00Z,Zambia
37743,Richard Morgan,1972-06-24T00:00:00Z,New Zealand
21534,Robert Thorne,1860-03-01T00:00:00Z,United Kingdom
21534,Robert Thorne,1860-03-01T00:00:00Z,United Kingdom of Great Britain and Ireland
22458,Robert Williams,1970-12-12T00:00:00Z,United Kingdom
30776,Stewart Lee,1885-01-01T00:00:00Z,United Kingdom
30776,Stewart Lee,1885-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
4204,Todd Breman,1965-10-28T00:00:00Z,Australia
32462,Walter Philps,1903-04-08T00:00:00Z,United Kingdom
17567,William Millard,1856-05-25T00:00:00Z,United Kingdom of Great Britain and Ireland
4242,Jim Burke,1930-06-12T00:00:00Z,Australia
23254,Hugh Wyld,1880-04-16T00:00:00Z,United Kingdom
23254,Hugh Wyld,1880-04-16T00:00:00Z,United Kingdom of Great Britain and Ireland
17112,Harry Mortlock,1892-10-13T00:00:00Z,United Kingdom
17112,Harry Mortlock,1892-10-13T00:00:00Z,United Kingdom of Great Britain and Ireland
20444,Malcolm Salter,1887-05-10T00:00:00Z,United Kingdom
20444,Malcolm Salter,1887-05-10T00:00:00Z,United Kingdom of Great Britain and Ireland
19534,Tom Reddick,1912-02-17T00:00:00Z,United Kingdom
19534,Tom Reddick,1912-02-17T00:00:00Z,United Kingdom of Great Britain and Ireland
38720,John Veitch,1937-08-26T00:00:00Z,New Zealand
18978,John Pocock,1921-04-08T00:00:00Z,United Kingdom
18978,John Pocock,1921-04-08T00:00:00Z,United Kingdom of Great Britain and Ireland
20605,David Sayer,1936-09-19T00:00:00Z,United Kingdom
23516,Stuart Wedge,1985-10-24T00:00:00Z,United Kingdom
361700,David Lloyd,1992-05-15T00:00:00Z,United Kingdom
21156,Thomas Swinford,1839-05-09T00:00:00Z,United Kingdom of Great Britain and Ireland
380974,Sunzamul Islam,1990-01-17T00:00:00Z,Bangladesh
42295,Nasrullah Memon,1978-03-02T00:00:00Z,Pakistan
260245,Ishitaa Gidwani,1992-05-09T00:00:00Z,People's Republic of China
29189,Velayudhan Govindan,2000-01-01T00:00:00Z,
27537,Kartick Bose,1906-08-06T00:00:00Z,India
27537,Kartick Bose,1906-08-06T00:00:00Z,British Raj
31264,Ranadeep Moitra,1968-04-23T00:00:00Z,India
32597,Pawan Kumar,1970-09-19T00:00:00Z,India
31310,Bhaskar Mazumbar,1951-11-20T00:00:00Z,India
47363,Mark Sanders,1979-07-10T00:00:00Z,South Africa
37886,Stewart McKnight,1935-01-09T00:00:00Z,New Zealand
37193,L. Green,,New Zealand
36476,Bruce Bodle,1935-04-30T00:00:00Z,New Zealand
37857,Colin McDonald,1948-02-08T00:00:00Z,New Zealand
37415,William Holden,1883-07-20T00:00:00Z,New Zealand
37960,Philip Morris,1952-05-15T00:00:00Z,New Zealand
35876,Venkoba Rao,1925-08-15T00:00:00Z,
4562,Vincent Collins,1917-09-23T00:00:00Z,Australia
19014,Joseph Potter,1839-01-13T00:00:00Z,United Kingdom
23078,Leslie Wilson,1859-03-16T00:00:00Z,United Kingdom
23078,Leslie Wilson,1859-03-16T00:00:00Z,United Kingdom of Great Britain and Ireland
45795,George Kempis,1871-11-25T00:00:00Z,South Africa
36872,Frederick Dawson,1917-06-19T00:00:00Z,New Zealand
32538,Bikash Pradhan,1985-02-19T00:00:00Z,India
22614,Michael Warden,1967-11-09T00:00:00Z,
23322,John Waller,1824-10-17T00:00:00Z,
21825,Thomas Thornton,1922-05-29T00:00:00Z,United Kingdom
19778,Kenneth Robinson,1897-01-01T00:00:00Z,United Kingdom
27078,Reginald Bryan,1916-01-29T00:00:00Z,
28967,Paul Green-Armytage,1881-03-28T00:00:00Z,
16388,Alex Loudon,1980-09-06T00:00:00Z,United Kingdom
10136,Syd Buller,1909-08-23T00:00:00Z,United Kingdom
10136,Syd Buller,1909-08-23T00:00:00Z,United Kingdom of Great Britain and Ireland
16993,Phil Mead,1887-03-09T00:00:00Z,United Kingdom
16993,Phil Mead,1887-03-09T00:00:00Z,United Kingdom of Great Britain and Ireland
18640,Geoff Pullar,1935-08-01T00:00:00Z,United Kingdom
14306,Joe Humphries,1876-05-19T00:00:00Z,United Kingdom
14306,Joe Humphries,1876-05-19T00:00:00Z,United Kingdom of Great Britain and Ireland
9099,Morice Bird,1888-03-25T00:00:00Z,United Kingdom
9099,Morice Bird,1888-03-25T00:00:00Z,United Kingdom of Great Britain and Ireland
9263,Jack Brown,1869-08-20T00:00:00Z,United Kingdom of Great Britain and Ireland
14274,Alexander Hosie,1890-08-06T00:00:00Z,United Kingdom
14274,Alexander Hosie,1890-08-06T00:00:00Z,United Kingdom of Great Britain and Ireland
9929,Alfred Brackpool,1857-10-11T00:00:00Z,United Kingdom
16872,Alister MacLeod,1894-11-12T00:00:00Z,United Kingdom
16872,Alister MacLeod,1894-11-12T00:00:00Z,United Kingdom of Great Britain and Ireland
10042,Andrew Brown,1935-06-27T00:00:00Z,United Kingdom
12098,Arthur Day,1885-04-10T00:00:00Z,United Kingdom
12098,Arthur Day,1885-04-10T00:00:00Z,United Kingdom of Great Britain and Ireland
15686,Arthur Jepson,1915-07-12T00:00:00Z,United Kingdom
15686,Arthur Jepson,1915-07-12T00:00:00Z,United Kingdom of Great Britain and Ireland
8942,Rob Bailey,1963-10-28T00:00:00Z,United Kingdom
9870,Brian Boshier,1932-03-06T00:00:00Z,United Kingdom
14490,Charles Hammond,1817-09-06T00:00:00Z,United Kingdom of Great Britain and Ireland
19758,Charles Robins,1935-03-13T00:00:00Z,United Kingdom
13194,David Fraser-Darling,1963-09-30T00:00:00Z,United Kingdom
13831,David Gardner,1940-09-11T00:00:00Z,United Kingdom
16651,David Lorrimer,1865-01-16T00:00:00Z,United Kingdom of Great Britain and Ireland
16377,David Lye,1979-04-11T00:00:00Z,United Kingdom
17585,David Mills,1937-04-23T00:00:00Z,United Kingdom
11957,Dunbar Duncan,1852-07-08T00:00:00Z,United Kingdom of Great Britain and Ireland
10698,Egerton Cecil,1853-07-04T00:00:00Z,United Kingdom
10698,Egerton Cecil,1853-07-04T00:00:00Z,United Kingdom of Great Britain and Ireland
14086,Frank Harvey,1864-12-19T00:00:00Z,United Kingdom
14086,Frank Harvey,1864-12-19T00:00:00Z,United Kingdom of Great Britain and Ireland
13556,Fred Gardner,1922-06-04T00:00:00Z,United Kingdom
13556,Fred Gardner,1922-06-04T00:00:00Z,United Kingdom of Great Britain and Ireland
14340,Frederick Hyland,1893-12-16T00:00:00Z,United Kingdom
9042,Gareth Batty,1977-10-13T00:00:00Z,United Kingdom
16531,Geoffrey Lees,1920-07-01T00:00:00Z,United Kingdom
16531,Geoffrey Lees,1920-07-01T00:00:00Z,United Kingdom of Great Britain and Ireland
11051,George Carver,1879-05-04T00:00:00Z,United Kingdom of Great Britain and Ireland
15870,Graham Kersey,1971-05-19T00:00:00Z,United Kingdom
13277,Henry Flear,1818-01-21T00:00:00Z,United Kingdom of Great Britain and Ireland
8937,J. A. Bailey,1930-06-22T00:00:00Z,United Kingdom
9419,Jonathon Benn,1967-06-24T00:00:00Z,United Kingdom
9484,Leslie Baker,1904-05-19T00:00:00Z,United Kingdom
9484,Leslie Baker,1904-05-19T00:00:00Z,United Kingdom of Great Britain and Ireland
9084,Melvyn Betts,1975-03-26T00:00:00Z,United Kingdom
16406,Michael Lumb,1980-02-12T00:00:00Z,South Africa
12440,Nayan Doshi,1978-10-06T00:00:00Z,United Kingdom
15092,Oliver Huyshe,1885-07-26T00:00:00Z,United Kingdom
15092,Oliver Huyshe,1885-07-26T00:00:00Z,United Kingdom of Great Britain and Ireland
12832,Paul Fisher,1977-05-19T00:00:00Z,United Kingdom
18931,Reginald Phillips,1897-10-19T00:00:00Z,United Kingdom
18931,Reginald Phillips,1897-10-19T00:00:00Z,United Kingdom of Great Britain and Ireland
14545,Roger Harman,1941-12-28T00:00:00Z,United Kingdom
15495,Roly Jenkins,1918-11-24T00:00:00Z,United Kingdom
15495,Roly Jenkins,1918-11-24T00:00:00Z,United Kingdom of Great Britain and Ireland
12576,Russell Evans,1965-10-01T00:00:00Z,United Kingdom
12107,Samuel Day,1878-12-29T00:00:00Z,United Kingdom
12107,Samuel Day,1878-12-29T00:00:00Z,United Kingdom of Great Britain and Ireland
18357,Sidney Owen,1942-05-05T00:00:00Z,United Kingdom
8379,Stan Wootton,1895-04-28T00:00:00Z,Australia
15592,Steve Johnson,1944-07-07T00:00:00Z,United Kingdom
17785,Steve Milner,1953-02-22T00:00:00Z,United Kingdom
10263,Terry Barnes,1945-10-22T00:00:00Z,United Kingdom
10594,Tom Burrows,1985-05-05T00:00:00Z,United Kingdom
10650,Victor Cannings,1919-04-03T00:00:00Z,United Kingdom
10650,Victor Cannings,1919-04-03T00:00:00Z,United Kingdom of Great Britain and Ireland
17286,Vijaya Malalasekera,1945-08-08T00:00:00Z,Sri Lanka
11357,William Court,1842-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
10916,Mark Currie,1979-09-22T00:00:00Z,United Kingdom
13965,Jon Green,1980-01-15T00:00:00Z,United Kingdom
18732,Arthur Paish,1874-04-05T00:00:00Z,United Kingdom
18732,Arthur Paish,1874-04-05T00:00:00Z,United Kingdom of Great Britain and Ireland
18894,John Percival,1902-08-05T00:00:00Z,United Kingdom
18894,John Percival,1902-08-05T00:00:00Z,United Kingdom of Great Britain and Ireland
14799,Peter Higson,1905-12-01T00:00:00Z,United Kingdom
14799,Peter Higson,1905-12-01T00:00:00Z,United Kingdom of Great Britain and Ireland
8894,Charles Asprey,1813-11-01T00:00:00Z,United Kingdom of Great Britain and Ireland
8867,John Adamthwaite,1810-06-24T00:00:00Z,United Kingdom of Great Britain and Ireland
11296,Arthur Coomb,1929-03-03T00:00:00Z,United Kingdom
14211,Colin Hilton,1937-09-26T00:00:00Z,United Kingdom
15217,Hawkes,,United Kingdom
8878,Henry Alington,1837-07-27T00:00:00Z,United Kingdom
8878,Henry Alington,1837-07-27T00:00:00Z,United Kingdom of Great Britain and Ireland
9923,John Boys,1856-08-17T00:00:00Z,United Kingdom of Great Britain and Ireland
13598,Arthur Gibson,1863-06-15T00:00:00Z,United Kingdom
13598,Arthur Gibson,1863-06-15T00:00:00Z,United Kingdom of Great Britain and Ireland
17431,Dudley Matthews,1916-09-11T00:00:00Z,United Kingdom
17431,Dudley Matthews,1916-09-11T00:00:00Z,United Kingdom of Great Britain and Ireland
9967,James Bretherton,1862-01-05T00:00:00Z,United Kingdom of Great Britain and Ireland
13073,James Fitzgerald,1945-11-28T00:00:00Z,United Kingdom
10351,William Banks,1822-04-25T00:00:00Z,United Kingdom
18816,Cecil Payne,1885-08-30T00:00:00Z,United Kingdom
18816,Cecil Payne,1885-08-30T00:00:00Z,United Kingdom of Great Britain and Ireland
11603,Arthur Ceely,1834-10-14T00:00:00Z,United Kingdom
48635,Ryle de Soysa,1917-06-21T00:00:00Z,
5504,Fred Gould,1891-09-18T00:00:00Z,Australia
5873,Jack Horsell,1914-07-12T00:00:00Z,
6768,Douglas McKay,1904-07-02T00:00:00Z,Australia
6829,David Mundy,1947-06-30T00:00:00Z,
7821,Philip Squires,1939-06-18T00:00:00Z,
8010,Reginald Teagle,1909-02-27T00:00:00Z,
8326,Kenneth Webb,1921-02-27T00:00:00Z,
8225,Brad Wigney,1965-06-30T00:00:00Z,
5743,Gil Hardcastle,1910-02-26T00:00:00Z,Australia
6387,Tasman Long,1875-09-11T00:00:00Z,
4318,Tom Ball,1921-12-03T00:00:00Z,
52092,Edward Hobson,1869-07-14T00:00:00Z,
51987,Walter Goodman,1872-09-29T00:00:00Z,
52443,Dave Marshall,1972-05-24T00:00:00Z,
7457,John Rees,1880-09-02T00:00:00Z,Australia
51501,Desmond Collymore,1956-06-28T00:00:00Z,
45504,Demitri Hayidakis,1916-09-06T00:00:00Z,
46059,Bruce Long,1950-04-23T00:00:00Z,
44750,Kevin Duckworth,1974-03-27T00:00:00Z,
32483,Vivian Purcell,1882-05-18T00:00:00Z,
27007,Richard Bampfield,1898-08-13T00:00:00Z,
13741,William Green,1852-01-01T00:00:00Z,United Kingdom
55671,Peter Oldham,1924-03-16T00:00:00Z,
12837,Jonathan Fielding,1973-03-13T00:00:00Z,United Kingdom
11943,Andy Ducat,1886-02-16T00:00:00Z,United Kingdom
11943,Andy Ducat,1886-02-16T00:00:00Z,United Kingdom of Great Britain and Ireland
16172,Jim Laker,1922-02-09T00:00:00Z,United Kingdom
16172,Jim Laker,1922-02-09T00:00:00Z,United Kingdom of Great Britain and Ireland
18516,Hylton Philipson,1866-06-08T00:00:00Z,United Kingdom
18516,Hylton Philipson,1866-06-08T00:00:00Z,United Kingdom of Great Britain and Ireland
16867,Francis MacKinnon,1848-04-09T00:00:00Z,United Kingdom
16867,Francis MacKinnon,1848-04-09T00:00:00Z,United Kingdom of Great Britain and Ireland
15477,Steve James,1967-09-07T00:00:00Z,United Kingdom
17025,Geoff Miller,1952-09-08T00:00:00Z,United Kingdom
9230,Chris Broad,1957-09-29T00:00:00Z,United Kingdom
18531,Adrian Pierson,1963-07-21T00:00:00Z,United Kingdom
14472,Albert Hallam,1869-11-12T00:00:00Z,United Kingdom
14472,Albert Hallam,1869-11-12T00:00:00Z,United Kingdom of Great Britain and Ireland
9770,Alec Birtwell,1908-12-17T00:00:00Z,United Kingdom
9770,Alec Birtwell,1908-12-17T00:00:00Z,United Kingdom of Great Britain and Ireland
17132,Andy Murtagh,1949-05-06T00:00:00Z,United Kingdom
12006,Anthony Dutton,1963-06-11T00:00:00Z,United Kingdom
14160,Anthony Henley,1846-11-07T00:00:00Z,United Kingdom of Great Britain and Ireland
14145,Bernard Hedges,1927-11-10T00:00:00Z,United Kingdom
9291,Chris Bullen,1962-11-05T00:00:00Z,United Kingdom
12255,Clive Dring,1934-06-30T00:00:00Z,United Kingdom
12249,Cyril Drake,1922-01-09T00:00:00Z,United Kingdom
12249,Cyril Drake,1922-01-09T00:00:00Z,United Kingdom of Great Britain and Ireland
15845,Danny Kelleher,1966-05-05T00:00:00Z,United Kingdom
14153,David Hemp,1970-11-08T00:00:00Z,United Kingdom
14153,David Hemp,1970-11-08T00:00:00Z,Bermuda
16219,David Lawrence,1964-01-28T00:00:00Z,United Kingdom
9891,Edmund Bourne,1885-02-14T00:00:00Z,United Kingdom
9891,Edmund Bourne,1885-02-14T00:00:00Z,United Kingdom of Great Britain and Ireland
12482,"Edward Ede, Jr.",1881-04-24T00:00:00Z,United Kingdom
12482,"Edward Ede, Jr.",1881-04-24T00:00:00Z,United Kingdom of Great Britain and Ireland
13315,Edward Foster,1985-01-21T00:00:00Z,United Kingdom
14457,Ernest Hall,1851-04-29T00:00:00Z,United Kingdom
14457,Ernest Hall,1851-04-29T00:00:00Z,United Kingdom of Great Britain and Ireland
10904,Harry Calder,1901-01-24T00:00:00Z,United Kingdom
10904,Harry Calder,1901-01-24T00:00:00Z,United Kingdom of Great Britain and Ireland
16019,Harry Killick,1837-07-13T00:00:00Z,United Kingdom of Great Britain and Ireland
11090,Herbert Chard,1869-10-17T00:00:00Z,United Kingdom
11090,Herbert Chard,1869-10-17T00:00:00Z,United Kingdom of Great Britain and Ireland
14692,Herbert Hearne,1862-03-15T00:00:00Z,United Kingdom of Great Britain and Ireland
13336,Hubert Garrett,1885-11-13T00:00:00Z,Australia
17952,James Morris,1985-01-17T00:00:00Z,United Kingdom
13637,John Glassford,1946-07-20T00:00:00Z,United Kingdom
15411,John Isaac,1880-02-14T00:00:00Z,United Kingdom of Great Britain and Ireland
17130,John Murray,1935-04-01T00:00:00Z,United Kingdom
19338,John Rawlence,1915-09-23T00:00:00Z,United Kingdom
19338,John Rawlence,1915-09-23T00:00:00Z,United Kingdom of Great Britain and Ireland
18588,Jonathan Powell,1979-06-13T00:00:00Z,United Kingdom
17039,Maneer Mirza,1978-04-01T00:00:00Z,United Kingdom
9089,Martin Bicknell,1969-01-14T00:00:00Z,United Kingdom
10651,Mike Cann,1965-07-04T00:00:00Z,United Kingdom
10651,Mike Cann,1965-07-04T00:00:00Z,South Africa
15338,Paul Horton,1982-09-20T00:00:00Z,Australia
13338,Peter Gatehouse,1936-05-03T00:00:00Z,United Kingdom
12566,Ricardo Ellcock,1965-06-17T00:00:00Z,Barbados
17661,Robert Moorhouse,1866-09-07T00:00:00Z,United Kingdom of Great Britain and Ireland
15915,Roger Knight,1946-09-06T00:00:00Z,United Kingdom
15922,Steven Knox,1974-02-16T00:00:00Z,United Kingdom
16268,Talbot Lewis,1877-01-20T00:00:00Z,United Kingdom
16268,Talbot Lewis,1877-01-20T00:00:00Z,United Kingdom of Great Britain and Ireland
11719,Tom Cranston,1983-11-21T00:00:00Z,United Kingdom
12825,Walter Feltham,1864-04-23T00:00:00Z,United Kingdom of Great Britain and Ireland
14280,Will House,1976-03-16T00:00:00Z,United Kingdom
14094,Jamil Hassan,1980-10-22T00:00:00Z,United Kingdom
10910,Lee Cooper,1979-09-01T00:00:00Z,United Kingdom
14174,Herbie Hewett,1864-05-25T00:00:00Z,United Kingdom of Great Britain and Ireland
10792,Sam Cook,1921-08-23T00:00:00Z,United Kingdom
10792,Sam Cook,1921-08-23T00:00:00Z,United Kingdom of Great Britain and Ireland
10404,Lyttleton Bayley,1827-05-06T00:00:00Z,United Kingdom of Great Britain and Ireland
16070,Harold Kirton,1894-01-04T00:00:00Z,United Kingdom
16070,Harold Kirton,1894-01-04T00:00:00Z,United Kingdom of Great Britain and Ireland
18089,Peter Nelson,1918-05-16T00:00:00Z,United Kingdom
18089,Peter Nelson,1918-05-16T00:00:00Z,United Kingdom of Great Britain and Ireland
11074,Frank Chamberlain,1925-04-13T00:00:00Z,United Kingdom
13714,Geoffrey Grasett,1890-07-28T00:00:00Z,
13193,Neville Fraser,1890-08-06T00:00:00Z,
12223,Arthur Dorman,1862-10-24T00:00:00Z,
6398,Thomas Lucas,1852-02-18T00:00:00Z,Australia
7221,Louis Power,1905-10-10T00:00:00Z,
7487,Arthur Rosman,1870-11-26T00:00:00Z,
7726,Dean Sayers,1954-06-11T00:00:00Z,Australia
7194,Arthur Pellew,1878-01-20T00:00:00Z,Australia
8041,Malcolm Thompson,1913-10-29T00:00:00Z,
1185475,Qasim Akram,2002-12-01T00:00:00Z,Pakistan
5501,George Gooma,1918-06-25T00:00:00Z,
7461,Alan Reid,1931-06-30T00:00:00Z,
8288,Luke Williams,1979-12-24T00:00:00Z,Australia
5887,Edward Hubbard,1906-06-27T00:00:00Z,
8024,Joseph Tardif,1860-05-17T00:00:00Z,
40831,Ismail Ibrahim,1932-08-04T00:00:00Z,Pakistan
34425,Alan Simpson,1890-06-21T00:00:00Z,
5053,Jack Draney,1927-05-10T00:00:00Z,
38047,Douglas Nixon,1898-09-10T00:00:00Z,New Zealand
38478,Murray Sharp,1916-01-23T00:00:00Z,New Zealand
36532,Maurice Browne,1913-09-28T00:00:00Z,
38442,Isaac Salmon,1851-11-16T00:00:00Z,
36942,William Dustin,1909-08-30T00:00:00Z,New Zealand
38443,James Salmon,1849-01-08T00:00:00Z,New Zealand
51124,Samuel Allen,1943-05-28T00:00:00Z,
46028,Michael Lax,1974-08-10T00:00:00Z,
44307,Charles Basson,1894-04-21T00:00:00Z,
51172,John Archibald,1958-05-17T00:00:00Z,Antigua and Barbuda
4400,William Browne,1898-11-06T00:00:00Z,Australia
50487,Dammika Rajapakse,1971-05-15T00:00:00Z,
49258,Mahinda Jayaratne,1967-05-11T00:00:00Z,
410984,Jess Weidenhofer,1988-04-07T00:00:00Z,Australia
23989,Kishore Lalchani,,
25156,Sandy Brown,1950-10-07T00:00:00Z,
25252,Iain Kennedy,1960-05-29T00:00:00Z,
25313,Harry Nixon,1878-01-08T00:00:00Z,
43662,Yasir Javed,1976-11-17T00:00:00Z,
51854,Linden Fraser,1964-09-04T00:00:00Z,
52074,Azeemul Haniff,1977-10-24T00:00:00Z,
53169,Emmett Thompson,1881-01-01T00:00:00Z,
46421,Daniel Malan,1948-12-14T00:00:00Z,
45886,Clifford Kuhn,1925-10-03T00:00:00Z,
28487,Dinkar Deshpande,1937-12-24T00:00:00Z,
49374,Ruchira Karunasena,1977-10-14T00:00:00Z,
25493,Rod David,1963-08-26T00:00:00Z,Australia
28952,Anthony Gifford,1921-01-19T00:00:00Z,Australia
47350,Richard Steyn,1944-01-13T00:00:00Z,
20562,Peter Sabine,1941-09-21T00:00:00Z,United Kingdom
14727,Derek Henderson,1926-03-09T00:00:00Z,United Kingdom
24536,Thomas Ward,1905-02-14T00:00:00Z,
17491,Gordon McKinna,1930-08-02T00:00:00Z,
38180,Walter Pearce,1870-04-29T00:00:00Z,New Zealand
280736,Rabiul Karim,,
17323,Gregory Marie,1945-02-17T00:00:00Z,
21094,Major Pascoe Stuart-French,1868-10-25T00:00:00Z,United Kingdom
21094,Major Pascoe Stuart-French,1868-10-25T00:00:00Z,United Kingdom of Great Britain and Ireland
25314,Norman Doncaster Noble,1881-03-02T00:00:00Z,
18693,Nick Pretzlik,1945-07-30T00:00:00Z,United Kingdom
19937,Leveson Randolph,1824-05-28T00:00:00Z,
21768,Arthur Tharp,1848-09-15T00:00:00Z,
36772,Roy Crawford,1917-12-23T00:00:00Z,New Zealand
14574,George Harrison,1860-06-27T00:00:00Z,
18782,Brian Partridge,1956-01-21T00:00:00Z,
15334,Will Howard,1981-02-13T00:00:00Z,United Kingdom
22929,Bernard Wake,1820-05-04T00:00:00Z,
37900,Steve McNally,1958-09-28T00:00:00Z,New Zealand
38697,Ash Turner,1975-06-13T00:00:00Z,New Zealand
36687,Arthur Chapman,1861-06-02T00:00:00Z,New Zealand
37675,George Lowe,1847-06-01T00:00:00Z,New Zealand
21853,Christian Tindall,1878-05-18T00:00:00Z,United Kingdom
21853,Christian Tindall,1878-05-18T00:00:00Z,United Kingdom of Great Britain and Ireland
886197,Chloe Hill,1997-01-03T00:00:00Z,
15254,Thomas Hoblyn,1835-12-30T00:00:00Z,
9948,Thomas Bramwell,1850-01-01T00:00:00Z,
24754,Alfred Njuguna,,
25001,Dick Kramer,1972-11-01T00:00:00Z,
31148,Kenneth McCormack,1887-08-28T00:00:00Z,
8790,Edward Ash,1842-12-25T00:00:00Z,United Kingdom of Great Britain and Ireland
10239,Cyril Buxton,1865-06-25T00:00:00Z,United Kingdom of Great Britain and Ireland
9707,Richard Berens,1864-01-28T00:00:00Z,United Kingdom of Great Britain and Ireland
1135734,Gordon Bryan,1992-01-01T00:00:00Z,Jamaica
1170217,Kanhaiya Wadhawan,2001-01-01T00:00:00Z,
11507,Arthur Cuthbertson,1901-08-25T00:00:00Z,
13805,Daniel Grose,1903-04-03T00:00:00Z,
1049609,Yousuf Shah,1995-02-18T00:00:00Z,Afghanistan
13285,William Augustus Ford,1818-01-01T00:00:00Z,
14728,Iain Henderson,1967-09-08T00:00:00Z,
1206111,Desron Maloney,1991-05-05T00:00:00Z,
14905,Herbert Hollings,1855-06-18T00:00:00Z,
15993,Edward Kenney,1845-12-10T00:00:00Z,United Kingdom of Great Britain and Ireland
17547,Charles Michell,1849-01-01T00:00:00Z,
16784,Charles Austen-Leigh,1832-06-30T00:00:00Z,
1174591,Sawan Kankanamge,1999-02-18T00:00:00Z,
9661,Frederick Bell,1830-01-02T00:00:00Z,
11054,Thomas Case,1871-02-19T00:00:00Z,
13874,Frederick Garnett,1817-06-17T00:00:00Z,
18228,George Northey,1835-01-28T00:00:00Z,
13682,Rupert Gordon-Walker,1961-08-10T00:00:00Z,
1137951,Chandima Vijaya Bandara,1995-04-27T00:00:00Z,
8332,Alex Weir,1921-03-05T00:00:00Z,
47341,David Stephen,1951-09-26T00:00:00Z,
1246534,Jayaprakash Manikandan,1998-11-22T00:00:00Z,
41034,Kashif Mahmood,1985-12-21T00:00:00Z,
55282,Steven Brown,1979-01-15T00:00:00Z,Zimbabwe
52193,Jason Haynes,1981-03-07T00:00:00Z,
52729,James Parris,1905-12-15T00:00:00Z,
53171,Herbert Thorne,1865-08-01T00:00:00Z,
52004,Padwick Green,1898-04-08T00:00:00Z,
53025,Sydney Seaforth,1933-11-07T00:00:00Z,
52391,Clifford Lewis,1942-11-17T00:00:00Z,
51178,Gregory Asgarali,1947-09-24T00:00:00Z,
51703,Horace Deighton,1831-09-20T00:00:00Z,
51274,Paul Buchanan,1949-01-28T00:00:00Z,
52508,Ron Matthews,1983-01-11T00:00:00Z,Guyana
15279,Charles Hope,1837-11-09T00:00:00Z,
1119417,Francisca Chipare,1998-10-01T00:00:00Z,Zimbabwe
12113,Ernest de Little,1868-06-19T00:00:00Z,
15033,Joe Hulme,1904-08-26T00:00:00Z,United Kingdom
15033,Joe Hulme,1904-08-26T00:00:00Z,United Kingdom of Great Britain and Ireland
8192,Steve Waugh,1965-06-02T00:00:00Z,Australia
55427,Andy Flower,1968-04-28T00:00:00Z,South Africa
13434,Tom Graveney,1927-06-16T00:00:00Z,United Kingdom
17045,Arthur Mitchell,1902-09-13T00:00:00Z,United Kingdom
17045,Arthur Mitchell,1902-09-13T00:00:00Z,United Kingdom of Great Britain and Ireland
16293,Dick Lilley,1866-11-28T00:00:00Z,United Kingdom
16293,Dick Lilley,1866-11-28T00:00:00Z,United Kingdom of Great Britain and Ireland
12860,Wilfred Flowers,1856-01-01T00:00:00Z,United Kingdom of Great Britain and Ireland
12518,Tom Emmett,1841-09-03T00:00:00Z,United Kingdom of Great Britain and Ireland
52199,Ridley Jacobs,1967-11-26T00:00:00Z,Antigua and Barbuda
